tweets_record_table.userid,tweets_record_table.lang,tweets_record_table.friendscount,tweets_record_table.location,tweets_record_table.followerscount,tweets_record_table.deviceused,tweets_record_table.retweetcount,tweets_record_table.issensitive,tweets_record_table.isretweet,tweets_record_table.isretweeted,tweets_record_table.postdate,tweets_record_table.text
919847101374259200,th,462,gakook minv | topsuga allkook,832,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@iessuA_tfiG 555555 เราชอบอ่านมากค่ะ ทั้งเรื่องติ่งการเมืองก็ด้วย
1273723261457661954,en,86,uk 17,42,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@DREAMC0RES how do you guys live without radiators??? do you freeze in the winter???
1096859119,ar,3405,مكه . ,2669,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,"@Ahmad11114 التجارب .. ومن ثمَ التعليم 👍🏻
العمر ابدا ماله علاقه بالنضج الفكري ..
يا كم كبير سن و عقله طايش 
ويا كم صغير سن عقله يوزن بلد 👍🏻"
1098449713051942912,en,786,804,588,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@Mr_Well_Dressed I’m weak bruh!
2495918858,pl,443,"Malang, Jawa Timur",349,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@ariyanisetiya_d Reflek sii
2535175146,th,201,"jungwoo, doten, allten, bozhan",340,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,RT @_alittletipsy: ค่ายห้ามอะไรไม่มีอยู่จริงหรอก แต่ถ้าเป็นที่บ้านก็ไม่แน่ เพราะบ้านเขาก็ดูเหมือนจะคีพเก้าอยู่
1186836172221214720,in,88,"Kalimantan Timur, Indonesia",79,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@prastisari duh raa gausah repot repot gitu atuh🤭
2915126881,th,462,✨SUPER JUNIOR✨,125,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,RT @fluffcone: จิงๆถ้าดารานามสกุลแบบเจเจออกมาพุดได้ ดิชั้นว่าคนอื่นก้อพุดได้หมดแหร่ะค่ะ แหะๆ
1133402652593704965,en,141,null,286,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,"RT @chasingbooksss: There are always two sides to a story. This is the reason why one shouldn't be quick to judge someone. 

Remember, alwa…"
867755275197059074,en,118,Worldwide,141,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,"@dimitrivegas and @likemike releases new #remake of ""say my name"" in #Regard Style
https://t.co/8I4QLoi95z"
938011061134835712,en,368,하늘에 구름 사이,157,FAN N STAR,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,FAN N STAR  https://t.co/56uEHTCDld
144358438,en,369,"San Francisco, CA",608,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,Houston will struggle without Westbrook.
1264160049242476545,pt,315,"Curitiba, Brasil",282,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,mano essa menina mora numa caixa né
3547081876,es,95,null,39,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,RT @xairinx_: Los americanos solo saben su puto idioma de mierda y aun así tienen los santos cojones de reírse de la gente no nativa q habl…
4438104442,es,482,Cerro de las tres cruces,828,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@ElMompirris Pa cuando el flakirris trotando con flacolanda
380262988,en,1515,Kenya,1551,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,"RT @Waambui: That 2 billion can be used to support the healthcare workers! There's no need for a referendum, even if it will cost 5 shillin…"
302803185,es,2258,Where no man has gone before,705,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,@juani_de_arco @maximio_CL Cuando hablo de algo que tenga que ver o huela al Jesús bíblico o a la religión católica siempre... Ya que por definición (para mi) son Fake News.
1259814743545729024,en,832,null,566,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,"STREAM HEARTBREAK WEATHER
#5MonthsOfHeartbreakWheather
STREAM HEARTBREAK WEATHER
#5MonthsOfHeartbreakWheather 

STREAM FINE LINE
STREAM FINE LINE
STREAM FINE LINE
STREAM FINE LINE
#ProudOfHarry #StreamFineLine #FineLine"
345175511,und,645,"Inglewood, CA",1087,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,😂😂😂😂
3858715048,en,93,Wv,112,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:19 PDT 2020,I ordered my meds 2 weeks ago.. they inexplicably went to Texas.. I still haven't gotten them.. P. S. Yes these are life saving meds. The VA had to overnight a week's supply... Which is almost depleted.
194642903,en,463,she/her,537,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:19 PDT 2020,RT @Blurg5: Attention girls and young women of Alberta: Your premier and education minister don’t think it prudent to ensure that you have…
900287083998216192,fa,26,null,29,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,گیم خوب سراغ دارین ؟
779956638576996353,en,123,United States,129,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,been stop posting on snap
1293467287375302656,ar,29,null,3,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @UmAli10601223: المرجعية الدينية :
(مساندة القوات الأمنية واحترامها وتعزيز معنوياتها وتشجيعها على القيام بدورها في حفظ الأمن والاستقرار…"
1106983580708810752,en,44,null,5,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @damien_page: Private schools received greatest increase in grades; schools in disadvantaged areas received greatest decrease. Anyone su…
1134028690524737536,in,385,null,484,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @abilauv: ye aku ni memang tak sempurna, tapi jangan lah treat aku macam aku ni LANGSUNG tak sempurna"
760185625165369349,ko,117,null,79,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @BTS_twt: 석지닝 https://t.co/c8UcQcMOPq
1148051006388932608,en,136,the dirt under lili’s shoe,185,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@lililuvscole dm me ur @
189757903,en,468,"Victor, NY",660,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@tylerhurlbutt Hahahaha I have to give you a color first but this works 😂
106925564,es,423,null,421,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"Papi, yo no soy terraplanista ni catador de dióxido de cloro; me puedes tomar la temperatura en la frente con toda tranquilidad."
50518706,en,1548,W. your girl getting br... nvm,2885,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @WannasWorld: Stream some Flo Milli, Dreezy, Kash Doll, Tierra Whack, KenTheMan, Asian Doll and CupcakKe today and every day after that."
3556073720,th,143,null,61,Twitter for iPad,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @zxirii: ลงรูปหล่อๆ ไถไอจีนิดนึง กดไลค์แฟน 🔁 วะซั่นน https://t.co/yvMXYbUZgA
1248789817929990145,pt,1,Se você é E-GIRL CASA COMIGO,714,cadelabot,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @laurenjstwn: eu pensei que eu estava preparada mas claramente eu não estava pois eu estou TREMENDO e CHORANDO FEITO UMA CADELA
929917943118487552,en,0,Whomst,43,WhomstBot,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,Why' ve' ve' yaint' d' ed' ed' t' ve' nt' t' t' ed' ve' ed you are all not happen to mind if i hit that yathemed lmao
2983346280,tl,524,Honeymoon ave.,256,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@thamsiiieee tawagan mo ko hahahahaha
508949354,ar,1437,Hashemite Kingdom of Jordan,1176,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@dvnniaa ايه يا جدع
2207892198,ru,967,null,4212,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@svirsky1 Бгг ) вони чекають путіна
1292874911355207687,en,561,null,197,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,Getting Fifa 20?
1287764683047370754,ja,3,null,0,Twitter for iPad,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @satotomi__: オレの好きなところ3つあげてくださいよーいどん
458725801,en,994,"London, England",448,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@FRafieyan Yup. But the combat system was revolutionary
1125033278119923715,ja,23,10円のハートは高鳴るパーカッション,28,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,てるむずかしい
1260615705348780032,tr,10,null,57,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @lila__49: Çoraklaşan dağlarımızı yemyeşil yapıyoruz
#bmyfc
#BMYormanıkuruyoruz"
4119515751,ko,1026,𝒊𝒏 𝒂 𝒎𝒐𝒗𝒊𝒆. ,609,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @day6_and_myday: #DAY6 #Even_of_Day 배경화면 1125*2436 https://t.co/4AsvyzV3tW
55853049,en,1085,null,492,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @yahoolife: Doctor delivers baby 25 years after delivering the mother: 'It’s a wonderful reoccurring experience' https://t.co/HgQudibLBU…
1229089603472195587,tr,17,null,101,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @Yigit_Sevgi: Otobüs durağında maskesiz gördüklerini canlı bağlantı ile uyaran Konya Büyükşehir Belediye Başkanımız 👏   https://t.co/YCD…
1200316063646441472,en,383,null,669,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @Mr_PHROZEN: How old were you when you found out that Scar became Hercules’ headpiece in the Disney movies? https://t.co/n8CJ5W7U16
1240620475786637313,es,129,Valencia,67,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @SrtaLauGranger: Lo preciosa que me parece esta foto pls, los quiero mucho ♥️ https://t.co/FYsmrrmZqb"
1248962322191626243,en,627,null,592,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @SB19Official: 🎉 Happy 10 MILLION Spotify streams! 
Thank you so much for listening to our album. 
We appreciate all the heartwarming re…"
1111188198024249344,de,200,null,218,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"@welt Ach nein, wie kommt ihr darauf?
#Volksverdummung"
778585584222765057,en,4974,Chlorkop ,1860,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @AdvoBarryRoux: They stabbed you in the back? 
It's ok. 
They lied to you? 
It's ok.
They used you?
It's ok.
They dumped you?
It's ok.
K…"
1199000621770100736,th,143,null,4,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @nom__wdty: อุแว้ https://t.co/JpAOrocHRd
2213828172,en,186,India,127,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @BangtanINDIA: India was mentioned as one of the top viewers for 'Learn Korean with BTS' at the BH corporate briefing.

#BTS @BTS_twt #방…"
500675885,en,196,"Cebu City, Central Visayas",248,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,Some women are really frustrating. Don't call yourself a feminist if you're only gonna spread hate about the opposite sex.
1188220765197492224,pt,3431,KIM TAEHYUNG OT7,2557,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @tearpjs: tô putaaaaaaa porra por mim jkka e tkka podem se matar ai de tanto brigar agora deixem os meninos fora disso suas surtadas de…
4048460908,en,343,"Miami University, Oxford, OH",82,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @TheHartleyLab: Latest from the group out in EurJOC! @viraj_chana demonstrates the assembly of twisted macrocycles using olefin metathes…
1233765684548497413,es,570,null,35,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @BattingBaba69: Nidhi Agarwal boobs https://t.co/mH1ARHmXJy
1145033851506499584,ar,802,"‏Turabah, Taif, k.s.a",450,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@snx_56 أنا وين عن الدنيا ؟ 🙂
1151053565315694593,en,363,bangtan ,186,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @hourIyng: oh this is devastating https://t.co/G9expNgncf
727280770893549569,und,1556,NOLA.,1437,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@kameelahhh @wealthNwinkz @kjay_10 yesss ‘
1265571609466765313,ru,68,null,96,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"Лекарство может быть не только спасением, но и ужасным оружием. Неверная доза может лишь навредить здоровью или даже убить. Не стоит принимать таблетки просто так, от этого также не станет лучше.
Однако милая Джунко считает, что это полезно для её плана."
462460477,hi,167,"Pithoragarh,india",57,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@Poojameena110 कब और कहाँ
1191967170525306880,und,70,His ❤,76,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"@BeingR4hul 3
6
11
17"
1244355289,en,188,null,551,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @gstanchev: Very promising paper/research - RBD-neutralizing nanobody. Shuts off 3 S RBDs in down position thus rendring it inactive
 -…"
1247377700626542596,en,1678,B L a S T O F F ! ,340,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@catherrera11 I'm talking about all these kids/teens who are blowing hundreds on this game
1179792578750885891,pt,810,null,101,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@lovevirgiI É mais fácil esconder um grego anônimo do que um dos melhores meias do mundo né kkkkkkk
751542782779465728,es,350,Estadio Cuauhtémoc!!!,665,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @ClubPueblaFem: ¡Feliz cumpleaños a una de mis Enfranjadas más poblanas!🥳Espero mi rebanadita de pastel🍰

@mirellearci, que sea un gran…"
1269969623832768514,en,73,Avec @PyroRaven_ le best,21,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@waldo_cnn Jure wallah
3238836552,ja,3713,68番島･妖精倉庫,1183,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @satsuki_yukimi: ナース衣装のパーシュースちゃん💕#アズールレーン https://t.co/hOd5nmQGeE
1150806423279939586,pt,952,"São Gotardo, Brasil",301,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"@djdianacorrea vc tá mentindo, deixa eu ve"
882630844468297729,es,692,Neverland*:･ﾟ.,425,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@wooborahae @ATEEZofficial Pau siempre puedo confiar en ti para dejarme hard
1293173210792353795,ja,25,null,25,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@yunich_ たいわんこわ
830532227771539456,pt,341,"Água Boa, Brasil",232,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@carlinhosgatin4 Cabo o sonho pá nois
928978971890470913,pt,361,"Sorocaba, Brasil",83,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"@100emocional se tivesse se inscrito p ngc do enem, ce tava estudando essas horas"
2839075321,th,3660,[ARMY] Thailand(Bangkok),520,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @Diidorable: RT แจก 100 นึงค่ะ เล่าให้ฟังหน่อย ว่าชอบ มม. ไหนใน มมร. 2019 ที่สุด ติดแท่ก #kookmin 🥳 https://t.co/gavKnO4QSu
2937050071,en,299,null,152,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,"RT @KTH_News: 'WE LOVE YOU KIM TAEHYUNG' is now trending WORLDWIDE at no.20, as fans showed their love and support for him after  being cut…"
1179925355030810624,tl,241,cariღtjsm + BLM !! ,429,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,hello i love taehyung :D
2940283484,und,335,"Failaka , Kuwait",3046,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@ilsarah7 I will حبييبي 💕💕
1272631669191856129,ar,102,null,187,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:20 PDT 2020,RT @Yas_0_1: لماذا تصمت حكومة الكاظمي ازاء الاعتداءات المتكررة بحق رجل الامن؟ هل هي مجاملة للمتظاهرين وكسب ودهم؟ ام هو مخطط مدروس؟ اذا كان…
859745049764020224,en,381,💫magic island✨,332,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@suebin_e @TXT_members Goodnightttt~~💘💘💘 it's alright!! 😭💜 thank you so much💘 sleep well!! 💗💗 ily💜
1293550487791218694,in,23,Bali,8,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"lagi cari tempat berak ;
mana sempat keburu tertembak"
1291909566326693888,ht,355,null,21,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,https://t.co/WFwEVzYU8p Fauci a NWO HACK
1249935111736504320,ru,105,null,57,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"@novosyolov Алексей, красавчик ты вобще! Ты настоящий журналист! Умеешь работать беспристрастно, оперативно и остро! Молодец! Спасибо! Жыве Белорусь!!!!"
740339846560911360,en,189,null,374,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,wait she really ate this...
2214275961,it,561,"Modena, Emilia Romagna",313,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@mettc2017 @Corriere Ci sono sempre stati i reparti per infettivi. C'è chi ci sta marciando pesantemente. A ottobre con i primi raffreddori si richiude tutto?
1088464002836021249,und,0,LDH,505,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,"~ كواليس تصوير الإعلان ICEBOX×THE RAMPAGE
 https://t.co/tQDeZVdufj"
31162045,en,1376,"Dallas, TX",4950,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,Cryptocurrencies seized. https://t.co/nwJtotovG2
3511961,es,800,Bermeo & Madrid,42071,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,Esto de @EnriqueCocero https://t.co/59Ln7SRqSS
1200844939774611458,und,98,null,42,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,https://t.co/MnvXIf3vyy
1227427699183849472,und,973,Bay Area,691,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:20 PDT 2020,@StickingToIt93 https://t.co/Vqf1Ch80Qc
898979456,ja,538,Osk→Hyg→Tchg→Tky→BD→Tky,730,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @yabadabadoo00: 😂庶民へのいやがらせが始まってるのかな
521803400,es,1836,"Córdoba, Argentina",445,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,Chelo Dios.
345682781,pt,277,Serra - Espirito Santo,28,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,Super apoio!!
125481969,en,312,"ÜT: 25.659975,-80.411031",262,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @Luisalter: Please spread: this is happening in #Venezuela
1587355441,es,71,General Pinedo Chaco Argentina,77,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"Me encanta la idea de que ese usuario es el típico que odia todo lo popular y nuevo. Si le llevas la contraria, sos un pelotudo universal y un completo ignorante de niveles incalculables. 
Pobres almas en desgracias que le dan demasiada atención. Más de la que merece xD"
3191444229,pt,60,null,124,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"Perdi completamente o controle da minha vida

Acabei de fazer outro bolo de caneca e coloquei pedaços de barra de chocolate junto https://t.co/43w9p8oNGj"
362966970,ru,3454,null,7860,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"@gnyschevich Да блин, я так хотела ЧСнуть бессмертного! https://t.co/TrmJWGPI5B"
1289350846015107072,und,49,null,6,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@boujeenami mk https://t.co/oXFF2DW0LY
1145246294308478976,fr,298,she/they,485,Nintendo Switch Share,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,envie de pleurer vous m'entendez https://t.co/oG7mf7hVbk
1219359529,en,331,null,172,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"@bjoonours : I think the heat wave comes from him (hwa)

You know what ? I think she's right, therefore I'm not mad anymore about the hot weather. https://t.co/6IPOfWGpIR"
1180331641094455296,pt,187,null,87,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,esse grupo de um pessoal aleatório da física só serve pra falar de bebida e fazer toda vez a mesma piada do gato de schrodinger silenciei
1255869193993564161,en,847,null,606,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @SidneyTeam: @LoveforLydia1 @NunyaB127 @navybluelake20 @kapi1619 @MrsAmyMo @TrvlnBelle @JrTxGal88 @Anon5813 @NMaid7 @eggkaty @suzie_b198…
1116791945903443969,pt,181,bevele rios,257,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,vou ver sofia hoje🥰🥰🥰🥰 af tava morrendo de sdd
1276993415452987392,und,18,votem na any,18,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,"RT @anywxi: @trulyany #MPN #AnyGabriellyTiktok #AnyGabriellyIG #AnyGabriellyConvida #AnyGabriellyInspiracao #Anitta 
Jjj"
1206216851375570946,und,69,"Kota Medan, Sumatera Utara",32,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@biblissz Mau
1200820877870407680,it,101,null,60,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @ItPrevidenziali: Quale il possibile impatto di #COVID19 sull'occupazione italiana? A partire dall'analisi dei dati dell'ultimo trimestr…
1141398485868015617,ja,247,null,158,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,"RT @kuboon: 私「ok グーグル、音楽おしまい」
google 「音楽を止めるには、音楽停止、と言ってください」

分かってるならやってくれ。"
408287238,ja,3,null,14,twittbot.net,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,【メルロ・ノッテ・ニグラース】 https://t.co/sWjKUl4G8G
938071937791807489,fa,548,There,10,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@ForrestThePump ۲۰ درصد ۱ ماهه
479704533,en,5001,"queens, ny",1598,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @verainstitute: Criminalizing homelessness also deepens racial disparities. Black people are more likely to experience homelessness. Nea…
435690401,ko,157,"오사카, 일본",522,twittbot.net,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,안돼요! 조사하면!
2947303917,en,248,null,310,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,Debating weather to buy an ipad or not 😂
1093521994866397188,ja,282,ノルウェーの山,206,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,分かる、ライギョさん創造神なのでは?
1235857926666870784,th,135,Thailand,20,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @save_saisawat: ทุกคนมีสิทธิ์เสรีภาพที่จะคิดต่าง ไม่มีใครสมควรโดนคุกคามจากการคิดต่าง
813834637143371776,en,291,null,24,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @HenrryRebollar: @shamelessgoddes @mayaskii @alexa_elsharrak All we did was be better than everyone else
239607214,ar,349,"Ajman, United Arab Emirates",143,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @PLHolics: مساء الخير https://t.co/Fp6olNB3pO
837779316373131265,it,94,null,187,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,"RT @dindondamn: “sei cambiata” bro siamo in piena pandemia mondiale, tre mesi si lockdown, romanticizzazione dei politici, pizze fatte in c…"
1264604014915866636,und,0,null,99,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,S
2792358666,en,574,in your stratosphere ,166,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,"RT @andmichaelgreen: Trump:  I am illegally defunding the Post Office so less people can vote.

Democrats:  *fewer"
1260448935845474307,und,237,null,24,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @hermeserenatooc: https://t.co/st43Z4pYtN
1287558111809556484,en,1739,태꾹,1705,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @babyhobieking: @oxyjeonsforlive BTS IS 7
2866100328,en,1561,null,2533,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @itstatywassup: August is National Black Owned Business Month??????? PURRRRRRRR! DROP YOUR BLACK OWNED BUSINESS BELOW!!! https://t.co/Xu…
1348073004,es,1723,CDMX,1629,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,"RT @almabencomo3: “Peña compró todo, votos, esposa, legisladores, periodistas, dirigentes políticos y por ende, también consejeros del INE”…"
1286237176900902913,en,230,somewhere,151,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,Not me craving for champorado at this time 😂
1248473129875202049,und,564,"Las Cruces, NM",93,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @Em32818: 😘 https://t.co/f7YaZkIGph
1097904128754364416,pt,112,"Rio de Janeiro, Brasil",75,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@tatarody @theodoronettoo não achei :(((
144702014,en,2561,Upstate NY,665,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @LoveAndyC: I agree with Garcelle. Finish the convo. Let everyone have their say and put it to bed. Gah! #rhobh
56279844,pt,101,"Manaus, Brazil",12,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"Por isso, histórico!!!"
966394129252061184,ar,506,null,275,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,وع.
1203478792036970496,in,1325,null,1244,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@Arrof11 @TheArieAir @NotesofMila @yush_abubakar @Zainuddinovic @AzisDadun @MbahDinNU Benul... 😂😂😂👍👍
703439934577750016,en,1942,jupiter,699,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,First day of school. First bathroom break. Piss on the seat
3816124039,tr,487,null,156,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:21 PDT 2020,RT @Bilinclerkayip: tatilim nasıl mı geçti işte böyle geçti https://t.co/0B3IYzTDXH
3536110461,pt,725,"London, UK",502,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,"HOJE VAI TER GOL DO GERMÁN CANO, CANO"
1154583360230109184,in,219,"Brasília, Brasil",303,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:21 PDT 2020,@marinakjkk JKKKKKKKKKKKK sim
